Value,Label
the spell victor said you had to want me to care about me for it to work when he didnt,English
success is not final failure is not fatal it is the courage to continue that counts,English
and now im looking at you he said and youre asking me if i still want you as if i,English
Ma sanga vaako sabai kura didai baaddaichhu Mero sapai timi tyesaile jigyasa rakhdaichhu garchhau tara k masanga runchhau,RomanNep
gravitation is not responsible for people falling in love,English
friendship marks a life even more deeply than love love risks degenerating into obsession friendship is never anything but sharing,English
if you want to keep a secret you must also hide it from yourself,English
have you ever lost someone you love and wanted one more conversation one more chance to make up for the,English
i have nothing to declare except my genius,English
you believe in a book that has talking animals wizards witches demons sticks turning into snakes burning bushes food falling,English
you dont love someone because theyre perfect you love them in spite of the fact that theyre not,English
the darker the night the brighter the stars the deeper the grief the closer is god,English
some women choose to follow men and some women choose to follow their dreams if youre wondering which way to,English
never be bullied into silence never allow yourself to be made a victim accept no ones definition of your life,English
ive been fighting to be who i am all my life whats the point of being who i am if,English
then the grinch thought of something he hadnt before what if christmas he thought doesnt come from a store what,English
the snake which cannot cast its skin has to die as well the minds which are prevented from changing their,English
let no man pull you so low as to hate him,English
views subscribers Kinney rapper dekhey dekhi ma Tag garey ra ako views ma santo ko sparsa vetina Paila Whattai shikar pugcha ani jharcha sidai besi ma Maile Dekhney sapna anusar kha pugcha yeti ma Geet ma jati betha dekhnu parney teti dekhinna Biswas ko un upastiti le garo sattya lekhina,RomanNep
i know were fucked up alright im impulsive and hot tempered and you get under my skin like no one,English
one love one heart one destiny,English
for what its worth its never too late or in my case too early to be whoever you want to,English
that it will never come again is what makes life so sweet,English
dont try to make life a mathematics problem with yourself in the center and everything coming out equal when youre,English
do not pity the dead harry pity the living and above all those who live without love,English
the truth is rarely pure and never simple,English
sometimes the questions are complicated and the answers are simple,English
,English
i always arrive late at the office but i make up for it by leaving early,English
come sleep with me we wont make love love will make us,English
dont bend dont water it down dont try to make it logical dont edit your own soul according to the,English
help others without any reason and give without the expectation of receiving anything in return,English
for instance on the planet earth man had always assumed that he was more intelligent than dolphins because he had,English
well it seems to me that the best relationships the ones that last are frequently the ones that are rooted,English
Oh oh oh oh Oh oh oh oh Mayalu Yo paschapati pranali bhatki ma ta birami parisake,RomanNep
there is a theory which states that if ever anyone discovers exactly what the universe is for and why it,English
all thinking men are atheists,English
people arent born good or bad maybe theyre born with tendencies either way but its the way you live your,English
